,sentence,pos_tag
1100,Layanan tersebut memudahkan masyarakat desa karena mereka tidak perlu lagi bepergian jauh ke kota untuk memenuhi kebutuhan keuangan dan belanja.,"[('Layanan', np.str_('NN')), ('tersebut', np.str_('DT')), ('memudahkan', np.str_('VB')), ('masyarakat', np.str_('NN')), ('desa', np.str_('NN')), ('karena', np.str_('SC')), ('mereka', np.str_('PR')), ('tidak', np.str_('NEG')), ('perlu', np.str_('ADV')), ('lagi', np.str_('ADV')), ('bepergian', np.str_('VB')), ('jauh', np.str_('JJ')), ('ke', np.str_('IN')), ('kota', np.str_('NN')), ('untuk', np.str_('SC')), ('memenuhi', np.str_('VB')), ('kebutuhan', np.str_('NN')), ('keuangan', np.str_('NN')), ('dan', np.str_('CC')), ('belanja', np.str_('NN')), ('.', 'SYM')]"
1101,Bagi Riswan menjadi Agen BRILink memberikan banyak keuntungan.,"[('Bagi', np.str_('IN')), ('Riswan', np.str_('NNP')), ('menjadi', np.str_('VB')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('memberikan', np.str_('VB')), ('banyak', np.str_('DT')), ('keuntungan', np.str_('NN')), ('.', 'SYM')]"
1102,Selain mendapatkan penghasilan tambahan ia juga memperoleh pengetahuan tentang dunia bisnis kesempatan untuk berpartisipasi dalam berbagai program BRI dan bahkan penghargaan dari berbagai acara yang diselenggarakan oleh BRI.,"[('Selain', np.str_('CC')), ('mendapatkan', np.str_('VB')), ('penghasilan', np.str_('NN')), ('tambahan', np.str_('NN')), ('ia', np.str_('PR')), ('juga', np.str_('ADV')), ('memperoleh', np.str_('VB')), ('pengetahuan', np.str_('NN')), ('tentang', np.str_('IN')), ('dunia', np.str_('NN')), ('bisnis', np.str_('NN')), ('kesempatan', np.str_('NN')), ('untuk', np.str_('SC')), ('berpartisipasi', np.str_('VB')), ('dalam', np.str_('IN')), ('berbagai', np.str_('DT')), ('program', np.str_('NN')), ('BRI', np.str_('NNP')), ('dan', np.str_('CC')), ('bahkan', np.str_('IN')), ('penghargaan', np.str_('NN')), ('dari', np.str_('IN')), ('berbagai', np.str_('DT')), ('acara', np.str_('NN')), ('yang', np.str_('PR')), ('diselenggarakan', np.str_('VB')), ('oleh', np.str_('IN')), ('BRI', np.str_('NNP')), ('.', 'SYM')]"
1103,Saya berharap kerja sama ini terus berlanjut dan bahkan berkembang melalui pertemuan rutin antara agen dan pihak BRI untuk mempererat silaturahmi tutur Riswan.,"[('Saya', np.str_('PR')), ('berharap', np.str_('VB')), ('kerja', np.str_('NN')), ('sama', np.str_('JJ')), ('ini', np.str_('DT')), ('terus', np.str_('ADV')), ('berlanjut', np.str_('VB')), ('dan', np.str_('CC')), ('bahkan', np.str_('IN')), ('berkembang', np.str_('VB')), ('melalui', np.str_('IN')), ('pertemuan', np.str_('NN')), ('rutin', np.str_('JJ')), ('antara', np.str_('IN')), ('agen', np.str_('NN')), ('dan', np.str_('CC')), ('pihak', np.str_('NN')), ('BRI', np.str_('NNP')), ('untuk', np.str_('SC')), ('mempererat', np.str_('VB')), ('silaturahmi', np.str_('VB')), ('tutur', np.str_('NN')), ('Riswan', np.str_('NNP')), ('.', 'SYM')]"
1104,Pada kesempatan terpisah Direktur Bisnis Mikro BRI Supari mengatakan bahwa BRI terus berupaya mendorong inklusi keuangan dan menciptakan ekonomi berbagi bagi masyarakat salah satunya melalui Agen BRILink.,"[('Pada', np.str_('IN')), ('kesempatan', np.str_('NN')), ('terpisah', np.str_('VB')), ('Direktur', np.str_('NNP')), ('Bisnis', np.str_('NNP')), ('Mikro', np.str_('NNP')), ('BRI', np.str_('NNP')), ('Supari', np.str_('NNP')), ('mengatakan', np.str_('VB')), ('bahwa', np.str_('SC')), ('BRI', np.str_('NNP')), ('terus', np.str_('ADV')), ('berupaya', np.str_('VB')), ('mendorong', np.str_('VB')), ('inklusi', np.str_('NN')), ('keuangan', np.str_('NN')), ('dan', np.str_('CC')), ('menciptakan', np.str_('VB')), ('ekonomi', np.str_('NN')), ('berbagi', np.str_('VB')), ('bagi', np.str_('IN')), ('masyarakat', np.str_('NN')), ('salah', np.str_('JJ')), ('satu', np.str_('NUM')), ('nya', np.str_('DT')), ('melalui', np.str_('IN')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('.', 'SYM')]"
1105,Hingga akhir September 2024 BRI telah memiliki lebih dari 102 juta Agen BRILink yang tersebar di lebih dari 62.000 desa di seluruh Indonesia ucapnya.,"[('Hingga', np.str_('IN')), ('akhir', np.str_('NN')), ('September', np.str_('NNP')), ('2024', np.str_('NUM')), ('BRI', np.str_('NNP')), ('telah', np.str_('ADV')), ('memiliki', np.str_('VB')), ('lebih', np.str_('JJ')), ('dari', np.str_('IN')), ('102', np.str_('NUM')), ('juta', np.str_('NUM')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('yang', np.str_('PR')), ('tersebar', np.str_('VB')), ('di', np.str_('IN')), ('lebih', np.str_('JJ')), ('dari', np.str_('IN')), ('62.000', np.str_('NUM')), ('desa', np.str_('NN')), ('di', np.str_('IN')), ('seluruh', np.str_('DT')), ('Indonesia', np.str_('NNP')), ('ucap', np.str_('VB')), ('nya', np.str_('PR')), ('.', 'SYM')]"
1106,Supari juga menambahkan bahwa para Agen BRILink telah berhasil mencatatkan transaksi total sebesar Rp 1.170 triliun pada Januari hingga September 2024.,"[('Supari', np.str_('NNP')), ('juga', np.str_('ADV')), ('menambahkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('para', np.str_('DT')), ('Agen', np.str_('NNP')), ('BRILink', np.str_('NNP')), ('telah', np.str_('ADV')), ('berhasil', np.str_('VB')), ('mencatatkan', np.str_('VB')), ('transaksi', np.str_('NN')), ('total', np.str_('NN')), ('sebesar', np.str_('NN')), ('Rp', np.str_('SYM')), ('1.170', np.str_('NUM')), ('triliun', np.str_('NUM')), ('pada', np.str_('IN')), ('Januari', np.str_('NNP')), ('hingga', np.str_('IN')), ('September', np.str_('NNP')), ('2024', np.str_('NUM')), ('.', 'SYM')]"
1107,Wapres Gibran Pamer Capaian Pertumbuhan Ekonomi 625 Persen Ketika Pimpin Solo,"[('Wapres', np.str_('NNP')), ('Gibran', np.str_('NNP')), ('Pamer', np.str_('NNP')), ('Capaian', np.str_('NNP')), ('Pertumbuhan', np.str_('NNP')), ('Ekonomi', np.str_('NNP')), ('625', np.str_('NUM')), ('Persen', np.str_('NNP')), ('Ketika', np.str_('SC')), ('Pimpin', np.str_('NNP')), ('Solo', np.str_('NNP'))]"
1108,Wakil Presiden Wapres Gibran Rakabuming Raka menyinggung soal keberhasilannya mendorong pertumbuhan ekonomi di Kota Surakarta Solo sebesar 625 persen ketika memimpin daerah tersebut.,"[('Wakil', np.str_('NNP')), ('Presiden', np.str_('NNP')), ('Wapres', np.str_('NNP')), ('Gibran', np.str_('NNP')), ('Rakabuming', np.str_('NNP')), ('Raka', np.str_('NNP')), ('menyinggung', np.str_('VB')), ('soal', np.str_('NN')), ('keberhasilan', np.str_('NN')), ('nya', np.str_('PR')), ('mendorong', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('di', np.str_('IN')), ('Kota', np.str_('NNP')), ('Surakarta', np.str_('NNP')), ('Solo', np.str_('NNP')), ('sebesar', np.str_('NN')), ('625', np.str_('NUM')), ('persen', np.str_('NUM')), ('ketika', np.str_('SC')), ('memimpin', np.str_('VB')), ('daerah', np.str_('NN')), ('tersebut', np.str_('DT')), ('.', 'SYM')]"
1109,Hal itu disampaikan Wapres ketika memberikan arahan untuk para kepala daerah se-Indonesia pada penutupan Rapat Koordinasi Nasional Pemerintah Pusat dan Pemerintah Daerah 2024 di Sentul Jawa Barat Rabu 7/11/2024.,"[('Hal', np.str_('NN')), ('itu', np.str_('DT')), ('disampaikan', np.str_('VB')), ('Wapres', np.str_('NNP')), ('ketika', np.str_('SC')), ('memberikan', np.str_('VB')), ('arahan', np.str_('NN')), ('untuk', np.str_('IN')), ('para', np.str_('DT')), ('kepala', np.str_('NN')), ('daerah', np.str_('NN')), ('se-Indonesia', np.str_('NNP')), ('pada', np.str_('IN')), ('penutupan', np.str_('NN')), ('Rapat', np.str_('NNP')), ('Koordinasi', np.str_('NNP')), ('Nasional', np.str_('NNP')), ('Pemerintah', np.str_('NNP')), ('Pusat', np.str_('NNP')), ('dan', np.str_('CC')), ('Pemerintah', np.str_('NNP')), ('Daerah', np.str_('NNP')), ('2024', np.str_('NUM')), ('di', np.str_('IN')), ('Sentul', np.str_('NNP')), ('Jawa', np.str_('NNP')), ('Barat', np.str_('NNP')), ('Rabu', np.str_('NNP')), ('7/11/2024', np.str_('NUM')), ('.', 'SYM')]"
1110,Untuk diketahui arahan yang disampaikan Gibran tersebut merupakan pidato panjang pertamanya yang disampaikan ke publik usai dilantik sebagai Wapres pada 20 Oktober 2024.,"[('Untuk', np.str_('SC')), ('diketahui', np.str_('VB')), ('arahan', np.str_('NN')), ('yang', np.str_('PR')), ('disampaikan', np.str_('VB')), ('Gibran', np.str_('NNP')), ('tersebut', np.str_('DT')), ('merupakan', np.str_('VB')), ('pidato', np.str_('NN')), ('panjang', np.str_('JJ')), ('pertama', np.str_('NUM')), ('nya', np.str_('PR')), ('yang', np.str_('PR')), ('disampaikan', np.str_('VB')), ('ke', np.str_('IN')), ('publik', np.str_('NN')), ('usai', np.str_('SC')), ('dilantik', np.str_('VB')), ('sebagai', np.str_('IN')), ('Wapres', np.str_('NNP')), ('pada', np.str_('IN')), ('20', np.str_('NUM')), ('Oktober', np.str_('NNP')), ('2024', np.str_('NUM')), ('.', 'SYM')]"
1111,Mula-mula Wapres Gibran menyampaikan apresiasinya kepada para kepala daerah yang berhasil memberikan perubahan signifikan untuk pertumbuhan ekonomi di daerah masing-masing.,"[('Mula-mula', np.str_('NN')), ('Wapres', np.str_('NNP')), ('Gibran', np.str_('NNP')), ('menyampaikan', np.str_('VB')), ('apresiasi', np.str_('NN')), ('nya', np.str_('PR')), ('kepada', np.str_('IN')), ('para', np.str_('DT')), ('kepala', np.str_('NN')), ('daerah', np.str_('NN')), ('yang', np.str_('PR')), ('berhasil', np.str_('VB')), ('memberikan', np.str_('VB')), ('perubahan', np.str_('NN')), ('signifikan', np.str_('JJ')), ('untuk', np.str_('SC')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('di', np.str_('IN')), ('daerah', np.str_('NN')), ('masing-masing', np.str_('PR')), ('.', 'SYM')]"
1112,Secara khusus ia menyapa kepala daerah Papua Barat Sulawesi Tengah dan Maluku yang disebutnya sudah mencapai pertumbuhan ekonomi luar biasa karena didukung pengelolaan sumber mineral yang baik.,"[('Secara', np.str_('IN')), ('khusus', np.str_('JJ')), ('ia', np.str_('PR')), ('menyapa', np.str_('VB')), ('kepala', np.str_('NN')), ('daerah', np.str_('NN')), ('Papua', np.str_('NNP')), ('Barat', np.str_('NNP')), ('Sulawesi', np.str_('NNP')), ('Tengah', np.str_('NNP')), ('dan', np.str_('CC')), ('Malu', np.str_('NNP')), ('ku', np.str_('PR')), ('yang', np.str_('PR')), ('disebut', np.str_('VB')), ('nya', np.str_('PR')), ('sudah', np.str_('ADV')), ('mencapai', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('luar', np.str_('NN')), ('biasa', np.str_('JJ')), ('karena', np.str_('SC')), ('didukung', np.str_('VB')), ('pengelolaan', np.str_('NN')), ('sumber', np.str_('NN')), ('mineral', np.str_('NN')), ('yang', np.str_('PR')), ('baik', np.str_('JJ')), ('.', 'SYM')]"
1113,Gibran lantas mengingatkan bahwa target pertumbuhan ekonomi nasional yang ditetapkan Presiden Prabowo Subianto sebesar 8 persen.,"[('Gibran', np.str_('NNP')), ('lantas', np.str_('NN')), ('mengingatkan', np.str_('VB')), ('bahwa', np.str_('SC')), ('target', np.str_('NN')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('nasional', np.str_('JJ')), ('yang', np.str_('PR')), ('ditetapkan', np.str_('VB')), ('Presiden', np.str_('NNP')), ('Prabowo', np.str_('NNP')), ('Subianto', np.str_('NNP')), ('sebesar', np.str_('NN')), ('8', np.str_('NUM')), ('persen', np.str_('NUM')), ('.', 'SYM')]"
1114,Jadi Bapak Ibu harus kerja keras semua.,"[('Jadi', np.str_('JJ')), ('Bapak', np.str_('NN')), ('Ibu', np.str_('NNP')), ('harus', np.str_('ADV')), ('kerja', np.str_('NN')), ('keras', np.str_('JJ')), ('semua', np.str_('PR')), ('.', 'SYM')]"
1115,Dulu saya ingat sekali pertama kali dilantik menjadi wali kota Solo itu pada waktu Covid-19 pertumbuhan ekonominya Solo itu minus 174 persen ungkap Gibran dilansir siaran YouTube resmi Kementerian Dalam Negeri.,"[('Dulu', np.str_('NN')), ('saya', np.str_('PR')), ('ingat', np.str_('VB')), ('sekali', np.str_('ADV')), ('pertama', np.str_('NUM')), ('kali', np.str_('NN')), ('dilantik', np.str_('VB')), ('menjadi', np.str_('VB')), ('wali', np.str_('VB')), ('kota', np.str_('NN')), ('Solo', np.str_('NNP')), ('itu', np.str_('DT')), ('pada', np.str_('IN')), ('waktu', np.str_('NN')), ('Covid-19', np.str_('NNP')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('nya', np.str_('DT')), ('Solo', np.str_('NNP')), ('itu', np.str_('DT')), ('minus', np.str_('NN')), ('174', np.str_('NUM')), ('persen', np.str_('NUM')), ('ungkap', np.str_('VB')), ('Gibran', np.str_('NNP')), ('dilansir', np.str_('VB')), ('siaran', np.str_('NN')), ('YouTube', np.str_('NNP')), ('resmi', np.str_('JJ')), ('Kementerian', np.str_('NNP')), ('Dalam', np.str_('IN')), ('Negeri', np.str_('NNP')), ('.', 'SYM')]"
1116,Lalu kita kerja keras kerja sama dengan TPID tim pengendali inflasi daerah.,"[('Lalu', np.str_('CC')), ('kita', np.str_('PR')), ('kerja', np.str_('NN')), ('keras', np.str_('JJ')), ('kerja', np.str_('NN')), ('sama', np.str_('JJ')), ('dengan', np.str_('IN')), ('TPID', np.str_('NNP')), ('tim', np.str_('NN')), ('pengendali', np.str_('NN')), ('inflasi', np.str_('NN')), ('daerah', np.str_('NN')), ('.', 'SYM')]"
1117,Ini kebetulan kalau Pak Mendagri tiap Senin rajin mengontrol inflasi di tiap-tiap kota.,"[('Ini', np.str_('PR')), ('kebetulan', np.str_('NN')), ('kalau', np.str_('SC')), ('Pak', np.str_('NNP')), ('Mendagri', np.str_('NNP')), ('tiap', np.str_('NUM')), ('Senin', np.str_('NNP')), ('rajin', np.str_('JJ')), ('mengontrol', np.str_('VB')), ('inflasi', np.str_('NN')), ('di', np.str_('IN')), ('tiap-tiap', np.str_('NUM')), ('kota', np.str_('NN')), ('.', 'SYM')]"
1118,Solo dari Minus 174 persen lalu naik 4 persen lalu naik lagi ke 625 persen tegasnya.,"[('Solo', np.str_('NNP')), ('dari', np.str_('IN')), ('Minus', np.str_('NNP')), ('174', np.str_('NUM')), ('persen', np.str_('NUM')), ('lalu', np.str_('ADV')), ('naik', np.str_('VB')), ('4', np.str_('NUM')), ('persen', np.str_('NUM')), ('lalu', np.str_('ADV')), ('naik', np.str_('VB')), ('lagi', np.str_('ADV')), ('ke', np.str_('IN')), ('625', np.str_('NUM')), ('persen', np.str_('NUM')), ('tegas', np.str_('JJ')), ('nya', np.str_('PR')), ('.', 'SYM')]"
1119,Putra sulung Presiden RI ke-7 Joko Widodo itu lantas menyinggung soal indeks monitoring Center for Prevention MCP yang juga berhasil dicapainya saat memimpin Kota Solo.,"[('Putra', np.str_('NNP')), ('sulung', np.str_('NN')), ('Presiden', np.str_('NNP')), ('RI', np.str_('NNP')), ('ke-7', np.str_('JJ')), ('Joko', np.str_('NNP')), ('Widodo', np.str_('NNP')), ('itu', np.str_('DT')), ('lantas', np.str_('NN')), ('menyinggung', np.str_('VB')), ('soal', np.str_('NN')), ('indeks', np.str_('NN')), ('monitoring', np.str_('FW')), ('Center', np.str_('NNP')), ('for', np.str_('NNP')), ('Prevention', np.str_('NNP')), ('MCP', np.str_('NNP')), ('yang', np.str_('PR')), ('juga', np.str_('ADV')), ('berhasil', np.str_('VB')), ('dicapai', np.str_('VB')), ('nya', np.str_('PR')), ('saat', np.str_('SC')), ('memimpin', np.str_('VB')), ('Kota', np.str_('NNP')), ('Solo', np.str_('NNP')), ('.', 'SYM')]"
1120,Gibran menyebut saat pertama kali memimpin Kota Solo indeks MCP di daerah itu termasuk rendah yakni 65 persen.,"[('Gibran', np.str_('NNP')), ('menyebut', np.str_('VB')), ('saat', np.str_('SC')), ('pertama', np.str_('NUM')), ('kali', np.str_('NN')), ('memimpin', np.str_('VB')), ('Kota', np.str_('NNP')), ('Solo', np.str_('NNP')), ('indeks', np.str_('NN')), ('MCP', np.str_('NNP')), ('di', np.str_('IN')), ('daerah', np.str_('NN')), ('itu', np.str_('DT')), ('termasuk', np.str_('VB')), ('rendah', np.str_('JJ')), ('yakni', np.str_('SC')), ('65', np.str_('NUM')), ('persen', np.str_('NUM')), ('.', 'SYM')]"
1121,Lalu kita naikkan ke 80 persen 90 persen.,"[('Lalu', np.str_('CC')), ('kita', np.str_('PR')), ('naikkan', np.str_('VB')), ('ke', np.str_('IN')), ('80', np.str_('NUM')), ('persen', np.str_('NUM')), ('90', np.str_('NUM')), ('persen', np.str_('NUM')), ('.', 'SYM')]"
1122,Ini penting sekali Bapak Ibu karena Pak Presiden Prabowo menekankan untuk masalah pencegahan korupsi dan juga menutup kebocoran-kebocoran.,"[('Ini', np.str_('PR')), ('penting', np.str_('JJ')), ('sekali', np.str_('ADV')), ('Bapak', np.str_('NNP')), ('Ibu', np.str_('NNP')), ('karena', np.str_('SC')), ('Pak', np.str_('NNP')), ('Presiden', np.str_('NNP')), ('Prabowo', np.str_('NNP')), ('menekankan', np.str_('VB')), ('untuk', np.str_('SC')), ('masalah', np.str_('NN')), ('pencegahan', np.str_('NN')), ('korupsi', np.str_('NN')), ('dan', np.str_('CC')), ('juga', np.str_('ADV')), ('menutup', np.str_('VB')), ('kebocoran-kebocoran', np.str_('NN')), ('.', 'SYM')]"
1123,Jadi MCP ini adalah salah satu indikator dari KPK.,"[('Jadi', np.str_('JJ')), ('MCP', np.str_('NNP')), ('ini', np.str_('DT')), ('adalah', np.str_('ADV')), ('salah', np.str_('JJ')), ('satu', np.str_('NUM')), ('indikator', np.str_('NN')), ('dari', np.str_('IN')), ('KPK', np.str_('NNP')), ('.', 'SYM')]"
1124,Ini perlu diseriusi tegasnya.,"[('Ini', np.str_('PR')), ('perlu', np.str_('ADV')), ('diseriusi', np.str_('NN')), ('tegas', np.str_('JJ')), ('nya', np.str_('PR')), ('.', 'SYM')]"
1125,Dalam paparannya Wapres Gibran pun membagikan kunci bagaimana mendorong pertumbuhan ekonomi daerah agar sesuai dengan target Presiden Prabowo.,"[('Dalam', np.str_('IN')), ('paparan', np.str_('NN')), ('nya', np.str_('PR')), ('Wapres', np.str_('NNP')), ('Gibran', np.str_('NNP')), ('pun', np.str_('RP')), ('membagikan', np.str_('VB')), ('kunci', np.str_('NN')), ('bagaimana', np.str_('ADV')), ('mendorong', np.str_('VB')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('daerah', np.str_('NN')), ('agar', np.str_('SC')), ('sesuai', np.str_('JJ')), ('dengan', np.str_('IN')), ('target', np.str_('NN')), ('Presiden', np.str_('NNP')), ('Prabowo', np.str_('NNP')), ('.', 'SYM')]"
1126,Yakni menerapkan kebijakan yang langsung menyentuh masyarakat dan pemanfaatan anggaran secara efektif.,"[('Yakni', np.str_('SC')), ('menerapkan', np.str_('VB')), ('kebijakan', np.str_('NN')), ('yang', np.str_('PR')), ('langsung', np.str_('JJ')), ('menyentuh', np.str_('VB')), ('masyarakat', np.str_('NN')), ('dan', np.str_('CC')), ('pemanfaatan', np.str_('NN')), ('anggaran', np.str_('NN')), ('secara', np.str_('IN')), ('efektif', np.str_('JJ')), ('.', 'SYM')]"
1127,Sekali lagi jika kita ingin pertumbuhan ekonomi naik sesuai target dari Pak Presiden kuncinya adalah kebijakan yang langsung menyentuh masyarakat dan juga anggaran yang tepat sasaran tambahnya.,"[('Sekali', np.str_('ADV')), ('lagi', np.str_('ADV')), ('jika', np.str_('SC')), ('kita', np.str_('PR')), ('ingin', np.str_('ADV')), ('pertumbuhan', np.str_('NN')), ('ekonomi', np.str_('NN')), ('naik', np.str_('VB')), ('sesuai', np.str_('JJ')), ('target', np.str_('NN')), ('dari', np.str_('IN')), ('Pak', np.str_('NNP')), ('Presiden', np.str_('NNP')), ('kunci', np.str_('NN')), ('nya', np.str_('PR')), ('adalah', np.str_('ADV')), ('kebijakan', np.str_('NN')), ('yang', np.str_('PR')), ('langsung', np.str_('JJ')), ('menyentuh', np.str_('VB')), ('masyarakat', np.str_('NN')), ('dan', np.str_('CC')), ('juga', np.str_('ADV')), ('anggaran', np.str_('NN')), ('yang', np.str_('PR')), ('tepat', np.str_('JJ')), ('sasaran', np.str_('NN')), ('tambah', np.str_('VB')), ('nya', np.str_('PR')), ('.', 'SYM')]"
1128,Sebagaimana diketahui Gibran Rakabuming Raka menjadi Wali Kota Solo pada 2021-2024.,"[('Sebagaimana', np.str_('SC')), ('diketahui', np.str_('VB')), ('Gibran', np.str_('NNP')), ('Rakabuming', np.str_('NNP')), ('Raka', np.str_('NNP')), ('menjadi', np.str_('VB')), ('Wali', np.str_('NNP')), ('Kota', np.str_('NNP')), ('Solo', np.str_('NNP')), ('pada', np.str_('IN')), ('2021-2024', np.str_('NUM')), ('.', 'SYM')]"
1129,Ia lantas maju mendampingi Prabowo Subianto dalam kontestasi Pilpres 2024 hingga keduanya terpilih menjadi Presiden dan Wakil Presiden RI periode 2024-2029.,"[('Ia', np.str_('PR')), ('lantas', np.str_('NN')), ('maju', np.str_('VB')), ('mendampingi', np.str_('VB')), ('Prabowo', np.str_('NNP')), ('Subianto', np.str_('NNP')), ('dalam', np.str_('IN')), ('kontestasi', np.str_('NN')), ('Pilpres', np.str_('NNP')), ('2024', np.str_('NUM')), ('hingga', np.str_('IN')), ('kedua', np.str_('NUM')), ('nya', np.str_('DT')), ('terpilih', np.str_('VB')), ('menjadi', np.str_('VB')), ('Presiden', np.str_('NNP')), ('dan', np.str_('CC')), ('Wakil', np.str_('NNP')), ('Presiden', np.str_('NNP')), ('RI', np.str_('NNP')), ('periode', np.str_('NN')), ('2024-2029', np.str_('NUM')), ('.', 'SYM')]"
1130,Saat ini Gibran juga tercatat sebagai Wapres termuda sepanjang sejarah RI yang dilantik saat berusia 37 tahun.,"[('Saat', np.str_('SC')), ('ini', np.str_('PR')), ('Gibran', np.str_('NNP')), ('juga', np.str_('ADV')), ('tercatat', np.str_('VB')), ('sebagai', np.str_('IN')), ('Wapres', np.str_('NNP')), ('termuda', np.str_('JJ')), ('sepanjang', np.str_('NN')), ('sejarah', np.str_('NN')), ('RI', np.str_('NNP')), ('yang', np.str_('PR')), ('dilantik', np.str_('VB')), ('saat', np.str_('SC')), ('berusia', np.str_('VB')), ('37', np.str_('NUM')), ('tahun', np.str_('NN')), ('.', 'SYM')]"
1131,Debat Pilkada Jateng Luthfi Kembali Promosi Kartu Zilenial untuk Kopi dan Internet Gratis,"[('Debat', np.str_('NNP')), ('Pilkada', np.str_('NNP')), ('Jateng', np.str_('NNP')), ('Luthfi', np.str_('NNP')), ('Kembali', np.str_('NNP')), ('Promosi', np.str_('NNP')), ('Kartu', np.str_('NNP')), ('Zilenial', np.str_('NNP')), ('untuk', np.str_('IN')), ('Kopi', np.str_('NNP')), ('dan', np.str_('CC')), ('Internet', np.str_('NNP')), ('Gratis', np.str_('NNP'))]"
1132,Pasangan calon nomor urut 2 Ahmad Luthfi-Taj Yasin kembali mengungkap programnya untuk menyediakan Kartu Zilenial yang memungkinkan anak muda mendapat kopi dan internet gratis.,"[('Pasangan', np.str_('NN')), ('calon', np.str_('NN')), ('nomor', np.str_('NN')), ('urut', np.str_('NN')), ('2', np.str_('NUM')), ('Ahmad', np.str_('NNP')), ('Luthfi-Taj', np.str_('NNP')), ('Yasin', np.str_('NNP')), ('kembali', np.str_('VB')), ('mengungkap', np.str_('VB')), ('program', np.str_('NN')), ('nya', np.str_('PR')), ('untuk', np.str_('SC')), ('menyediakan', np.str_('VB')), ('Kartu', np.str_('NNP')), ('Zilenial', np.str_('NNP')), ('yang', np.str_('PR')), ('memungkinkan', np.str_('VB')), ('anak', np.str_('NN')), ('muda', np.str_('JJ')), ('mendapat', np.str_('VB')), ('kopi', np.str_('NN')), ('dan', np.str_('CC')), ('internet', np.str_('NN')), ('gratis', np.str_('JJ')), ('.', 'SYM')]"
1133,Layanan Kartu Zilenial ini dijanjikan dapat diakses di setiap kecamatan di Jawa Tengah.,"[('Layanan', np.str_('NN')), ('Kartu', np.str_('NNP')), ('Zilenial', np.str_('NNP')), ('ini', np.str_('DT')), ('dijanjikan', np.str_('VB')), ('dapat', np.str_('ADV')), ('diakses', np.str_('VB')), ('di', np.str_('IN')), ('setiap', np.str_('DT')), ('kecamatan', np.str_('NN')), ('di', np.str_('IN')), ('Jawa', np.str_('NNP')), ('Tengah', np.str_('NNP')), ('.', 'SYM')]"
1134,Sejalan dengan itu pasangan ini juga berencana mendirikan rumah kreatif di seluruh kecamatan untuk mendorong potensi ekonomi kreatif lokal.,"[('Sejalan', np.str_('JJ')), ('dengan', np.str_('IN')), ('itu', np.str_('DT')), ('pasangan', np.str_('NN')), ('ini', np.str_('DT')), ('juga', np.str_('ADV')), ('berencana', np.str_('VB')), ('mendirikan', np.str_('VB')), ('rumah', np.str_('NN')), ('kreatif', np.str_('JJ')), ('di', np.str_('IN')), ('seluruh', np.str_('DT')), ('kecamatan', np.str_('NN')), ('untuk', np.str_('SC')), ('mendorong', np.str_('VB')), ('potensi', np.str_('NN')), ('ekonomi', np.str_('NN')), ('kreatif', np.str_('JJ')), ('lokal', np.str_('JJ')), ('.', 'SYM')]"
1135,Janji tersebut disampaikan dalam ajang Debat Pemilu Kepala Daerah Pilkada kedua yang diselenggarakan oleh KPU Jawa Tengah di Majapahit Convention MAC Semarang Minggu 10/11/2024 mulai pukul 19.00 WIB.,"[('Janji', np.str_('NNP')), ('tersebut', np.str_('DT')), ('disampaikan', np.str_('VB')), ('dalam', np.str_('IN')), ('ajang', np.str_('NN')), ('Debat', np.str_('NNP')), ('Pemilu', np.str_('NNP')), ('Kepala', np.str_('NNP')), ('Daerah', np.str_('NNP')), ('Pilkada', np.str_('NNP')), ('kedua', np.str_('JJ')), ('yang', np.str_('PR')), ('diselenggarakan', np.str_('VB')), ('oleh', np.str_('IN')), ('KPU', np.str_('NNP')), ('Jawa', np.str_('NNP')), ('Tengah', np.str_('NNP')), ('di', np.str_('IN')), ('Majapahit', np.str_('NNP')), ('Convention', np.str_('NNP')), ('MAC', np.str_('NNP')), ('Semarang', np.str_('NNP')), ('Minggu', np.str_('NNP')), ('10/11/2024', np.str_('NUM')), ('mulai', np.str_('VB')), ('pukul', np.str_('NN')), ('19.00', np.str_('NUM')), ('WIB', np.str_('NN')), ('.', 'SYM')]"
