,sentence,pos_tag
1705,Dari sisi proyeksi ekonomi Indonesia kami memproyeksi pertumbuhan ekonomi ke depan tahun 2025 itu sekitar 5 persen ujar Direktur Eksekutif Indef Esther Sri Astuti dalam seminar nasional di Hotel Aryaduta Jakarta Kamis 21/11/2024.,"[('Dari', 'IN'), ('sisi', 'NN'), ('proyeksi', 'NN'), ('ekonomi', 'NN'), ('Indonesia', 'NNP'), ('kami', 'PR'), ('memproyeksi', 'VB'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('ke', 'IN'), ('depan', 'ADV'), ('tahun', 'NN'), ('2025', 'NUM'), ('itu', 'PR'), ('sekitar', 'ADV'), ('5', 'NUM'), ('persen', 'NUM'), ('ujar', 'VB'), ('Direktur', 'NNP'), ('Eksekutif', 'NNP'), ('Indef', 'NNP'), ('Esther', 'NNP'), ('Sri', 'NNP'), ('Astuti', 'NNP'), ('dalam', 'IN'), ('seminar', 'NN'), ('nasional', 'JJ'), ('di', 'IN'), ('Hotel', 'NNP'), ('Aryaduta', 'NNP'), ('Jakarta', 'NNP'), ('Kamis', 'NNP'), ('21/11/2024', 'NUM'), ('.', 'SYM')]"
1706,Dalam laporan Indef dijelaskan prediksi tersebut mempertimbangkan kondisi global yang masih diliputi ketidakpastian setelah kemenangan Donald Trump pada Pemilihan Presiden Amerika Serikat atau Pilpres AS 2024 dan belum meredanya kondisi geopolitik.,"[('Dalam', 'IN'), ('laporan', 'NN'), ('Indef', 'NNP'), ('dijelaskan', 'VB'), ('prediksi', 'NN'), ('tersebut', 'DT'), ('mempertimbangkan', 'VB'), ('kondisi', 'NN'), ('global', 'JJ'), ('yang', 'PR'), ('masih', 'ADV'), ('diliputi', 'VB'), ('ketidakpastian', 'NN'), ('setelah', 'SC'), ('kemenangan', 'NN'), ('Donald', 'NNP'), ('Trump', 'NNP'), ('pada', 'IN'), ('Pemilihan', 'NN'), ('Presiden', 'NNP'), ('Amerika', 'NNP'), ('Serikat', 'NNP'), ('atau', 'CC'), ('Pilpres', 'NNP'), ('AS', 'NNP'), ('2024', 'NUM'), ('dan', 'CC'), ('belum', 'NEG'), ('mereda', 'VB'), ('nya', 'DT'), ('kondisi', 'NN'), ('geopolitik', 'NN'), ('.', 'SYM')]"
1707,Selain itu konsumsi China yang merupakan mitra dagang dan tujuan ekspor utama RI juga masih menunjukkan pelemahan di tahun depan.,"[('Selain', 'CC'), ('itu', 'PR'), ('konsumsi', 'NN'), ('China', 'NNP'), ('yang', 'PR'), ('merupakan', 'VB'), ('mitra', 'NN'), ('dagang', 'VB'), ('dan', 'CC'), ('tujuan', 'NN'), ('ekspor', 'NN'), ('utama', 'JJ'), ('RI', 'NNP'), ('juga', 'ADV'), ('masih', 'ADV'), ('menunjukkan', 'VB'), ('pelemahan', 'NN'), ('di', 'IN'), ('tahun', 'NN'), ('depan', 'ADV'), ('.', 'SYM')]"
1708,Sementara di sisi domestik pertumbuhan ekonomi Indonesia akan dipengaruhi oleh daya beli masyarakat yang masih lesu.,"[('Sementara', 'IN'), ('di', 'IN'), ('sisi', 'NN'), ('domestik', 'JJ'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('Indonesia', 'NNP'), ('akan', 'ADV'), ('dipengaruhi', 'VB'), ('oleh', 'IN'), ('daya', 'NN'), ('beli', 'VB'), ('masyarakat', 'NN'), ('yang', 'PR'), ('masih', 'ADV'), ('lesu', 'JJ'), ('.', 'SYM')]"
1709,Sedangkan pemerintah belum memberikan insetif untuk menstimulus daya beli dan memperbaiki industri.,"[('Sedangkan', 'CC'), ('pemerintah', 'NN'), ('belum', 'NEG'), ('memberikan', 'VB'), ('insetif', 'NN'), ('untuk', 'SC'), ('menstimulus', 'VB'), ('daya', 'NN'), ('beli', 'VB'), ('dan', 'CC'), ('memperbaiki', 'VB'), ('industri', 'NN'), ('.', 'SYM')]"
1710,Sebagaimana diketahui pertumbuhan ekonomi RI ditopang oleh konsumsi rumah tangga sehingga jika konsumsi melambat maka ekonomi juga tumbuh melambat.,"[('Sebagaimana', 'SC'), ('diketahui', 'VB'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('RI', 'NNP'), ('ditopang', 'VB'), ('oleh', 'IN'), ('konsumsi', 'NN'), ('rumah', 'NN'), ('tangga', 'NN'), ('sehingga', 'SC'), ('jika', 'SC'), ('konsumsi', 'NN'), ('melambat', 'VB'), ('maka', 'SC'), ('ekonomi', 'NN'), ('juga', 'ADV'), ('tumbuh', 'VB'), ('melambat', 'VB'), ('.', 'SYM')]"
1711,Misalnya pada semester I 2024 laju pertumbuhan konsumsi rumah tangga hanya 492 persen dan pertumbuhan ekonomi juga tidak jauh dari angka tersebut yakni 508 persen.,"[('Misalnya', 'SC'), ('pada', 'IN'), ('semester', 'NN'), ('I', 'NNP'), ('2024', 'NUM'), ('laju', 'NN'), ('pertumbuhan', 'NN'), ('konsumsi', 'NN'), ('rumah', 'NN'), ('tangga', 'NN'), ('hanya', 'ADV'), ('492', 'NUM'), ('persen', 'NUM'), ('dan', 'CC'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('juga', 'ADV'), ('tidak', 'NEG'), ('jauh', 'JJ'), ('dari', 'IN'), ('angka', 'NN'), ('tersebut', 'DT'), ('yakni', 'SC'), ('508', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
1712,Pertumbuhan kebutuhan pokok yang dijual baik di e-commerce ini sempat mengalami penurunan volume penjualan.,"[('Pertumbuhan', 'NN'), ('kebutuhan', 'NN'), ('pokok', 'NN'), ('yang', 'PR'), ('dijual', 'VB'), ('baik', 'JJ'), ('di', 'IN'), ('e-commerce', 'FW'), ('ini', 'DT'), ('sempat', 'ADV'), ('mengalami', 'VB'), ('penurunan', 'NN'), ('volume', 'NN'), ('penjualan', 'NN'), ('.', 'SYM')]"
1713,Nah kondisi ini menggambarkan betapa daya beli itu dari masyarakat mengalami pelemahan jelasnya.,"[('Nah', 'UH'), ('kondisi', 'NN'), ('ini', 'DT'), ('menggambarkan', 'VB'), ('betapa', 'SC'), ('daya', 'NN'), ('beli', 'VB'), ('itu', 'DT'), ('dari', 'IN'), ('masyarakat', 'NN'), ('mengalami', 'VB'), ('pelemahan', 'NN'), ('jelas', 'JJ'), ('nya', 'PR'), ('.', 'SYM')]"
1714,AHY Minta Krakatau Steel Wujudkan Kemandirian Baja Infrastruktur Nasional,"[('AHY', 'NNP'), ('Minta', 'NNP'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('Wujudkan', 'NNP'), ('Kemandirian', 'NNP'), ('Baja', 'NNP'), ('Infrastruktur', 'NNP'), ('Nasional', 'NNP')]"
1715,Menteri Koordinator Infrastruktur dan Pembangunan Kewilayahan Agus Harimurti Yudhoyono menandatangani prasasti lembaran baja di booth PT Krakatau Steel Persero Tbk bersama Krakatau Steel Group dan afiliasinya.,"[('Menteri', 'NNP'), ('Koordinator', 'NNP'), ('Infrastruktur', 'NNP'), ('dan', 'CC'), ('Pembangunan', 'NNP'), ('Kewilayahan', 'NNP'), ('Agus', 'NNP'), ('Harimurti', 'NNP'), ('Yudhoyono', 'NNP'), ('menandatangani', 'VB'), ('prasasti', 'NN'), ('lembaran', 'NN'), ('baja', 'NN'), ('di', 'IN'), ('booth', 'FW'), ('PT', 'NNP'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('Persero', 'NNP'), ('Tbk', 'NNP'), ('bersama', 'IN'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('Group', 'NNP'), ('dan', 'CC'), ('afiliasi', 'NN'), ('nya', 'PR'), ('.', 'SYM')]"
1716,Dalam penandatanganan itu dia berharap agar Krakatau Steel bisa mewujudkan kemandirian infrastruktur baja nasional.,"[('Dalam', 'IN'), ('penandatanganan', 'NN'), ('itu', 'DT'), ('dia', 'PR'), ('berharap', 'VB'), ('agar', 'SC'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('bisa', 'ADV'), ('mewujudkan', 'VB'), ('kemandirian', 'NN'), ('infrastruktur', 'NN'), ('baja', 'NN'), ('nasional', 'JJ'), ('.', 'SYM')]"
1717,Semoga Krakatau Steel semakin maju dan berkelas dunia.,"[('Semoga', 'NNP'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('semakin', 'ADV'), ('maju', 'VB'), ('dan', 'CC'), ('berkelas', 'VB'), ('dunia', 'NN'), ('.', 'SYM')]"
1718,Lanjutkan transformasi Krakatau Steel untuk mewujudkan kemandirian baja bagi pembangunan infrastruktur nasional ujarnya dalam siaran pers Jumat 8/11/2024.,"[('Lanjutkan', 'VB'), ('transformasi', 'NN'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('untuk', 'SC'), ('mewujudkan', 'VB'), ('kemandirian', 'NN'), ('baja', 'NN'), ('bagi', 'IN'), ('pembangunan', 'NN'), ('infrastruktur', 'NN'), ('nasional', 'JJ'), ('ujar', 'VB'), ('nya', 'PR'), ('dalam', 'IN'), ('siaran', 'NN'), ('pers', 'NN'), ('Jumat', 'NNP'), ('8/11/2024', 'NUM'), ('.', 'SYM')]"
1719,SHUTTERSTOCK/NORDRODEN Ilustrasi industri baja.,"[('SHUTTERSTOCK', 'NNP'), ('/', 'SYM'), ('NORDRODEN', 'NNP'), ('Ilustrasi', 'NNP'), ('industri', 'NN'), ('baja', 'NN'), ('.', 'SYM')]"
1720,Sementara itu Plt Direktur Utama Krakatau Steel M Akbar Djohan mengungkapkan segala potensi yang dimiliki perusahaanya baik dari Krakatau Steeel Group maupun afiliasi diyakini industri baja nasional ke depan akan semakin maju.,"[('Sementara', 'IN'), ('itu', 'PR'), ('Plt', 'NNP'), ('Direktur', 'NN'), ('Utama', 'NNP'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('M', 'NNP'), ('Akbar', 'NNP'), ('Djohan', 'NNP'), ('mengungkapkan', 'VB'), ('segala', 'DT'), ('potensi', 'NN'), ('yang', 'PR'), ('dimiliki', 'VB'), ('perusahaanya', 'NN'), ('baik', 'JJ'), ('dari', 'IN'), ('Krakatau', 'NNP'), ('Steeel', 'NNP'), ('Group', 'NNP'), ('maupun', 'CC'), ('afiliasi', 'NN'), ('diyakini', 'VB'), ('industri', 'NN'), ('baja', 'NN'), ('nasional', 'JJ'), ('ke', 'IN'), ('depan', 'ADV'), ('akan', 'ADV'), ('semakin', 'ADV'), ('maju', 'VB'), ('.', 'SYM')]"
1721,Pihaknya juga optimistis kebangkitan industri baja nasional yang berkelanjutan dapat mewujudkan kemandirian industri nasional yang mendukung pengembangan infrastruktur serta mendorong pertumbuhan ekonomi 8 persen yang menjadi salah satu tujuan pemerintahan Presiden Prabowo Subianto.,"[('Pihak', 'NN'), ('nya', 'PR'), ('juga', 'ADV'), ('optimistis', 'JJ'), ('kebangkitan', 'NN'), ('industri', 'NN'), ('baja', 'NN'), ('nasional', 'JJ'), ('yang', 'PR'), ('berkelanjutan', 'VB'), ('dapat', 'ADV'), ('mewujudkan', 'VB'), ('kemandirian', 'NN'), ('industri', 'NN'), ('nasional', 'JJ'), ('yang', 'PR'), ('mendukung', 'VB'), ('pengembangan', 'NN'), ('infrastruktur', 'NN'), ('serta', 'CC'), ('mendorong', 'VB'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('8', 'NUM'), ('persen', 'NUM'), ('yang', 'PR'), ('menjadi', 'VB'), ('salah', 'JJ'), ('satu', 'NUM'), ('tujuan', 'NN'), ('pemerintahan', 'NN'), ('Presiden', 'NNP'), ('Prabowo', 'NNP'), ('Subianto', 'NNP'), ('.', 'SYM')]"
1722,Hal itu tercermin dari kinerja Krakatau Steel Group dan afiliasi yang selama ini telah menjadi kontributor untuk pembangunan dan pengadaan proyek strategis mulai dari Tol Jakarta Cikampek II pembangunan garuda Istana Negara IKN pembangunan pipa transmisi gas bumi Cirebon-Semarang Tahap I dan II.,"[('Hal', 'NN'), ('itu', 'DT'), ('tercermin', 'VB'), ('dari', 'IN'), ('kinerja', 'NN'), ('Krakatau', 'NNP'), ('Steel', 'NNP'), ('Group', 'NNP'), ('dan', 'CC'), ('afiliasi', 'NN'), ('yang', 'PR'), ('selama', 'IN'), ('ini', 'PR'), ('telah', 'ADV'), ('menjadi', 'VB'), ('kontributor', 'NN'), ('untuk', 'IN'), ('pembangunan', 'NN'), ('dan', 'CC'), ('pengadaan', 'NN'), ('proyek', 'NN'), ('strategis', 'JJ'), ('mulai', 'VB'), ('dari', 'IN'), ('Tol', 'NNP'), ('Jakarta', 'NNP'), ('Cikampek', 'NNP'), ('II', 'NNP'), ('pembangunan', 'NN'), ('garuda', 'NNP'), ('Istana', 'NNP'), ('Negara', 'NNP'), ('IKN', 'NNP'), ('pembangunan', 'NN'), ('pipa', 'NN'), ('transmisi', 'NN'), ('gas', 'NN'), ('bumi', 'NN'), ('Cirebon-Semarang', 'NNP'), ('Tahap', 'NNP'), ('I', 'NNP'), ('dan', 'CC'), ('II', 'NNP'), ('.', 'SYM')]"
1723,Kami juga ikut dalam proyek Mines of Bahodopi Block 2  3 proyek Terminal Kalibaru proyek pipa gas Senipah-Balikpapan dan yang terbaru adalah kontribusi pipa baja untuk pipanisasi bahan bakar minyak BBM Cikampek-Plumpang sepanjang 102 KM katanya.,"[('Kami', 'PR'), ('juga', 'ADV'), ('ikut', 'VB'), ('dalam', 'IN'), ('proyek', 'NN'), ('Mines', 'NNP'), ('of', 'NNP'), ('Bahodopi', 'NNP'), ('Block', 'NNP'), ('2', 'NUM'), ('3', 'NUM'), ('proyek', 'NN'), ('Terminal', 'NNP'), ('Kalibaru', 'NNP'), ('proyek', 'NN'), ('pipa', 'NN'), ('gas', 'NN'), ('Senipah-Balikpapan', 'NNP'), ('dan', 'CC'), ('yang', 'PR'), ('terbaru', 'JJ'), ('adalah', 'ADV'), ('kontribusi', 'NN'), ('pipa', 'NN'), ('baja', 'NN'), ('untuk', 'SC'), ('pipanisasi', 'NN'), ('bahan', 'NN'), ('bakar', 'NN'), ('minyak', 'NN'), ('BBM', 'NNP'), ('Cikampek-Plumpang', 'NNP'), ('sepanjang', 'NN'), ('102', 'NUM'), ('KM', 'NNP'), ('kata', 'VB'), ('nya', 'PR'), ('.', 'SYM')]"
1724,Lebih Rendah dari Tahun Lalu Rasio Pajak Per Akhir Oktober Capai 1002 Persen,"[('Lebih', 'ADV'), ('Rendah', 'JJ'), ('dari', 'IN'), ('Tahun', 'NNP'), ('Lalu', 'CC'), ('Rasio', 'NNP'), ('Pajak', 'NNP'), ('Per', 'IN'), ('Akhir', 'NNP'), ('Oktober', 'NNP'), ('Capai', 'NNP'), ('1002', 'NUM'), ('Persen', 'NNP')]"
1725,Menteri Keuangan Sri Mulyani menyebutkan rasio pajak tax ratio per akhir Oktober 2024 sudah mencapai 1002 persen.,"[('Menteri', 'NNP'), ('Keuangan', 'NNP'), ('Sri', 'NNP'), ('Mulyani', 'NNP'), ('menyebutkan', 'VB'), ('rasio', 'NN'), ('pajak', 'NN'), ('tax', 'NN'), ('ratio', 'NN'), ('per', 'IN'), ('akhir', 'NN'), ('Oktober', 'NNP'), ('2024', 'NUM'), ('sudah', 'ADV'), ('mencapai', 'VB'), ('1002', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
1726,Angka itu masih terbilang rendah jika dibandingkan dengan tax ratio pajak tahun lalu yang mencapai 1031 persen.,"[('Angka', 'NN'), ('itu', 'DT'), ('masih', 'ADV'), ('terbilang', 'VB'), ('rendah', 'JJ'), ('jika', 'SC'), ('dibandingkan', 'VB'), ('dengan', 'IN'), ('tax', 'NN'), ('ratio', 'NN'), ('pajak', 'NN'), ('tahun', 'NN'), ('lalu', 'ADV'), ('yang', 'PR'), ('mencapai', 'VB'), ('1031', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
1727,Meski demikian target capaian tax ratio tersebut masih sesuai dengan target pemerintah di tahun ini yang mencapai 992 persen hingga 102 persen.,"[('Meski', 'SC'), ('demikian', 'PR'), ('target', 'NN'), ('capaian', 'NN'), ('tax', 'NN'), ('ratio', 'NN'), ('tersebut', 'DT'), ('masih', 'ADV'), ('sesuai', 'JJ'), ('dengan', 'IN'), ('target', 'NN'), ('pemerintah', 'NN'), ('di', 'IN'), ('tahun', 'NN'), ('ini', 'DT'), ('yang', 'PR'), ('mencapai', 'VB'), ('992', 'NUM'), ('persen', 'NUM'), ('hingga', 'IN'), ('102', 'NUM'), ('persen', 'NUM'), ('.', 'SYM')]"
1728,Tax Ratio sekarang di 1002 persen dengan proyeksi GDP ujarnya dalam Rapat Kerja dengan Komisi XI DPR RI di Jakarta Rabu 12/11/2024.,"[('Tax', 'NNP'), ('Ratio', 'NNP'), ('sekarang', 'ADV'), ('di', 'IN'), ('1002', 'NUM'), ('persen', 'NUM'), ('dengan', 'IN'), ('proyeksi', 'NN'), ('GDP', 'NNP'), ('ujar', 'VB'), ('nya', 'PR'), ('dalam', 'IN'), ('Rapat', 'NNP'), ('Kerja', 'NNP'), ('dengan', 'IN'), ('Komisi', 'NNP'), ('XI', 'NNP'), ('DPR', 'NNP'), ('RI', 'NNP'), ('di', 'IN'), ('Jakarta', 'NNP'), ('Rabu', 'NNP'), ('12/11/2024', 'NUM'), ('.', 'SYM')]"
1729,Dalam kesempatan yang sama Sri Mulyani juga memaparkan realisasi penerimaan pajak yang hingga Oktober 2024 kemarin mencapai Rp 1.517 triliun.,"[('Dalam', 'IN'), ('kesempatan', 'NN'), ('yang', 'PR'), ('sama', 'JJ'), ('Sri', 'NNP'), ('Mulyani', 'NNP'), ('juga', 'ADV'), ('memaparkan', 'VB'), ('realisasi', 'NN'), ('penerimaan', 'NN'), ('pajak', 'NN'), ('yang', 'PR'), ('hingga', 'IN'), ('Oktober', 'NNP'), ('2024', 'NUM'), ('kemarin', 'NN'), ('mencapai', 'VB'), ('Rp', 'SYM'), ('1.517', 'NUM'), ('triliun', 'NUM'), ('.', 'SYM')]"
1730,Nilai tersebut setara 763 persen dari target APBN 2024 senilai Rp 1.988 triliun.,"[('Nilai', 'NN'), ('tersebut', 'DT'), ('setara', 'NN'), ('763', 'NUM'), ('persen', 'NUM'), ('dari', 'IN'), ('target', 'NN'), ('APBN', 'NNP'), ('2024', 'NUM'), ('senilai', 'JJ'), ('Rp', 'SYM'), ('1.988', 'NUM'), ('triliun', 'NUM'), ('.', 'SYM')]"
1731,Bendahara negara itu bilang capaian penerimaan pajak itu turun sebesar 04 persen jika dibandingkan dengan periode yang sama tahun sebelumnya yakni Rp 1.523 triliun.,"[('Bendahara', 'VB'), ('negara', 'NN'), ('itu', 'DT'), ('bilang', 'VB'), ('capaian', 'NN'), ('penerimaan', 'NN'), ('pajak', 'NN'), ('itu', 'DT'), ('turun', 'VB'), ('sebesar', 'NN'), ('04', 'NUM'), ('persen', 'NUM'), ('jika', 'SC'), ('dibandingkan', 'VB'), ('dengan', 'IN'), ('periode', 'NN'), ('yang', 'PR'), ('sama', 'JJ'), ('tahun', 'NN'), ('sebelumnya', 'JJ'), ('yakni', 'SC'), ('Rp', 'SYM'), ('1.523', 'NUM'), ('triliun', 'NUM'), ('.', 'SYM')]"
1732,Tahun ini tahun yang sangat berat dengan pertumbuhan pajak kita negatif kata Sri Mulyani.,"[('Tahun', 'NN'), ('ini', 'DT'), ('tahun', 'NN'), ('yang', 'PR'), ('sangat', 'ADV'), ('berat', 'JJ'), ('dengan', 'IN'), ('pertumbuhan', 'NN'), ('pajak', 'NN'), ('kita', 'PR'), ('negatif', 'JJ'), ('kata', 'NN'), ('Sri', 'NNP'), ('Mulyani', 'NNP'), ('.', 'SYM')]"
1733,Sri Mulyani bilang pertumbuhan pajak menurun karena adanya penurunan harga komoditas seperti minyak sawit mentah atau Crude Palm Oil CPO maupun batubara.,"[('Sri', 'NNP'), ('Mulyani', 'NNP'), ('bilang', 'VB'), ('pertumbuhan', 'NN'), ('pajak', 'NN'), ('menurun', 'VB'), ('karena', 'SC'), ('ada', 'NN'), ('nya', 'DT'), ('penurunan', 'NN'), ('harga', 'NN'), ('komoditas', 'NN'), ('seperti', 'IN'), ('minyak', 'NN'), ('sawit', 'NN'), ('mentah', 'NN'), ('atau', 'CC'), ('Crude', 'NNP'), ('Palm', 'NNP'), ('Oil', 'NNP'), ('CPO', 'NNP'), ('maupun', 'CC'), ('batubara', 'NN'), ('.', 'SYM')]"
1734,Untuk diketahui juga rasio pajak dapat turun jika pertumbuhan ekonomi ternyata melampaui proyeksi yang ditetapkan yang pada dasarnya merupakan hal positif.,"[('Untuk', 'SC'), ('diketahui', 'VB'), ('juga', 'ADV'), ('rasio', 'NN'), ('pajak', 'NN'), ('dapat', 'ADV'), ('turun', 'VB'), ('jika', 'SC'), ('pertumbuhan', 'NN'), ('ekonomi', 'NN'), ('ternyata', 'VB'), ('melampaui', 'VB'), ('proyeksi', 'NN'), ('yang', 'PR'), ('ditetapkan', 'VB'), ('yang', 'PR'), ('pada', 'IN'), ('dasar', 'NN'), ('nya', 'PR'), ('merupakan', 'VB'), ('hal', 'NN'), ('positif', 'JJ'), ('.', 'SYM')]"
1735,Sejak tahun 2000 rasio pajak nasional terus berfluktuasi di sekitar 10 persen dengan puncaknya sebesar 125 persen di 2008.,"[('Sejak', 'SC'), ('tahun', 'NN'), ('2000', 'NUM'), ('rasio', 'NN'), ('pajak', 'NN'), ('nasional', 'JJ'), ('terus', 'ADV'), ('berfluktuasi', 'VB'), ('di', 'IN'), ('sekitar', 'ADV'), ('10', 'NUM'), ('persen', 'NUM'), ('dengan', 'IN'), ('puncak', 'NN'), ('nya', 'PR'), ('sebesar', 'NN'), ('125', 'NUM'), ('persen', 'NUM'), ('di', 'IN'), ('2008', 'NUM'), ('.', 'SYM')]"
1736,Setelah itu nilainya tidak pernah melebihi angka tersebut dan cenderung mengalami penurunan hingga menyentuh 83 persen di 2020.,"[('Setelah', 'SC'), ('itu', 'PR'), ('nilai', 'NN'), ('nya', 'PR'), ('tidak', 'NEG'), ('pernah', 'ADV'), ('melebihi', 'VB'), ('angka', 'NN'), ('tersebut', 'DT'), ('dan', 'CC'), ('cenderung', 'JJ'), ('mengalami', 'VB'), ('penurunan', 'NN'), ('hingga', 'IN'), ('menyentuh', 'VB'), ('83', 'NUM'), ('persen', 'NUM'), ('di', 'IN'), ('2020', 'NUM'), ('.', 'SYM')]"
1737,Penghapusan Utang Macet UMKM: Dampak Positif untuk Ekonomi ke Depan,"[('Penghapusan', 'NN'), ('Utang', 'NNP'), ('Macet', 'NNP'), ('UMKM', 'NNP'), (':', 'SYM'), ('Dampak', 'NNP'), ('Positif', 'NNP'), ('untuk', 'IN'), ('Ekonomi', 'NNP'), ('ke', 'IN'), ('Depan', 'NNP')]"
1738,Pada tanggal 5 November 2024 Presiden Prabowo Subianto menandatangani Peraturan Pemerintah PP Nomor 47 Tahun 2024 yang mengatur penghapusan utang macet bagi usaha mikro kecil dan menengah UMKM di sektor pertanian perkebunan peternakan perikanan kelautan serta sektor UMKM lainnya seperti mode/busana kuliner dan industri kreatif.,"[('Pada', 'IN'), ('tanggal', 'NN'), ('5', 'NUM'), ('November', 'NNP'), ('2024', 'NUM'), ('Presiden', 'NNP'), ('Prabowo', 'NNP'), ('Subianto', 'NNP'), ('menandatangani', 'VB'), ('Peraturan', 'NN'), ('Pemerintah', 'NNP'), ('PP', 'NNP'), ('Nomor', 'NNP'), ('47', 'NUM'), ('Tahun', 'NNP'), ('2024', 'NUM'), ('yang', 'PR'), ('mengatur', 'VB'), ('penghapusan', 'NN'), ('utang', 'NN'), ('macet', 'NN'), ('bagi', 'IN'), ('usaha', 'NN'), ('mikro', 'NN'), ('kecil', 'JJ'), ('dan', 'CC'), ('menengah', 'VB'), ('UMKM', 'NNP'), ('di', 'IN'), ('sektor', 'NN'), ('pertanian', 'NN'), ('perkebunan', 'NN'), ('peternakan', 'NN'), ('perikanan', 'NN'), ('kelautan', 'NN'), ('serta', 'CC'), ('sektor', 'NN'), ('UMKM', 'NNP'), ('lain', 'JJ'), ('nya', 'DT'), ('seperti', 'SC'), ('mode', 'NN'), ('/', 'SYM'), ('busana', 'NN'), ('kuliner', 'NN'), ('dan', 'CC'), ('industri', 'NN'), ('kreatif', 'JJ'), ('.', 'SYM')]"
1739,Kebijakan ini diharapkan dapat memberikan bantuan kepada pelaku UMKM yang terdampak utang macet khususnya akibat bencana alam atau pandemi.,"[('Kebijakan', 'NN'), ('ini', 'DT'), ('diharapkan', 'VB'), ('dapat', 'ADV'), ('memberikan', 'VB'), ('bantuan', 'NN'), ('kepada', 'IN'), ('pelaku', 'NN'), ('UMKM', 'NNP'), ('yang', 'PR'), ('terdampak', 'VB'), ('utang', 'NN'), ('macet', 'NN'), ('khususnya', 'ADV'), ('akibat', 'NN'), ('bencana', 'NN'), ('alam', 'NN'), ('atau', 'CC'), ('pandemi', 'VB'), ('.', 'SYM')]"
1740,Meskipun kebijakan ini terdengar luas tidak semua UMKM dapat menikmati manfaat penghapusan utang.,"[('Meskipun', 'SC'), ('kebijakan', 'NN'), ('ini', 'DT'), ('terdengar', 'VB'), ('luas', 'JJ'), ('tidak', 'NEG'), ('semua', 'DT'), ('UMKM', 'NNP'), ('dapat', 'ADV'), ('menikmati', 'VB'), ('manfaat', 'NN'), ('penghapusan', 'NN'), ('utang', 'NN'), ('.', 'SYM')]"
1741,Hanya UMKM yang sudah terdaftar dalam daftar penghapusbukuan oleh bank-bank milik negara Himbara yang memenuhi kriteria tertentu yang dapat menerima kebijakan ini.,"[('Hanya', 'ADV'), ('UMKM', 'NNP'), ('yang', 'PR'), ('sudah', 'ADV'), ('terdaftar', 'VB'), ('dalam', 'IN'), ('daftar', 'NN'), ('penghapusbukuan', 'NN'), ('oleh', 'IN'), ('bank-bank', 'NN'), ('milik', 'VB'), ('negara', 'NN'), ('Himbara', 'NNP'), ('yang', 'PR'), ('memenuhi', 'VB'), ('kriteria', 'NN'), ('tertentu', 'JJ'), ('yang', 'PR'), ('dapat', 'ADV'), ('menerima', 'VB'), ('kebijakan', 'NN'), ('ini', 'DT'), ('.', 'SYM')]"
1742,Menteri UMKM Maman Abdurrahman menegaskan bahwa penghapusan utang hanya berlaku bagi UMKM yang mengalami kesulitan keuangan akibat faktor eksternal seperti gempa bumi bencana alam atau dampak dari pandemi COVID-19.,"[('Menteri', 'NNP'), ('UMKM', 'NNP'), ('Maman', 'NNP'), ('Abdurrahman', 'NNP'), ('menegaskan', 'VB'), ('bahwa', 'SC'), ('penghapusan', 'NN'), ('utang', 'NN'), ('hanya', 'ADV'), ('berlaku', 'VB'), ('bagi', 'IN'), ('UMKM', 'NNP'), ('yang', 'PR'), ('mengalami', 'VB'), ('kesulitan', 'NN'), ('keuangan', 'NN'), ('akibat', 'NN'), ('faktor', 'NN'), ('eksternal', 'JJ'), ('seperti', 'IN'), ('gempa', 'NN'), ('bumi', 'NN'), ('bencana', 'NN'), ('alam', 'NN'), ('atau', 'CC'), ('dampak', 'NN'), ('dari', 'IN'), ('pandemi', 'VB'), ('COVID-19', 'NNP'), ('.', 'SYM')]"
1743,Penghapusan utang ini tidak berlaku untuk UMKM yang masih memiliki kemampuan untuk membayar utang.,"[('Penghapusan', 'NN'), ('utang', 'NN'), ('ini', 'DT'), ('tidak', 'NEG'), ('berlaku', 'VB'), ('untuk', 'IN'), ('UMKM', 'NNP'), ('yang', 'PR'), ('masih', 'ADV'), ('memiliki', 'VB'), ('kemampuan', 'NN'), ('untuk', 'SC'), ('membayar', 'VB'), ('utang', 'NN'), ('.', 'SYM')]"
